start_idx,end_idx,start_time,end_time
image-00060.tiff,image-00060.tiff,1679432765.730207,1679432765.730207
image-00300.tiff,image-00300.tiff,1679432769.832180,1679432769.832180
image-00540.tiff,image-00540.tiff,1679432773.933990,1679432773.933990
image-00900.tiff,image-00900.tiff,1679432780.103148,1679432780.103148
image-01260.tiff,image-01260.tiff,1679432786.272647,1679432786.272647
image-01380.tiff,image-01440.tiff,1679432788.324329,1679432789.358099
image-01500.tiff,image-01680.tiff,1679432790.374369,1679432793.459747
image-01800.tiff,image-01800.tiff,1679432795.510179,1679432795.510179
image-08100.tiff,image-08100.tiff,1679432903.225248,1679432903.225248
image-09180.tiff,image-09180.tiff,1679432921.617432,1679432921.617432
image-09360.tiff,image-09420.tiff,1679432924.852301,1679432925.868752
image-09660.tiff,image-09660.tiff,1679432929.970707,1679432929.970707
image-09900.tiff,image-10320.tiff,1679432934.106153,1679432941.275848
image-10440.tiff,image-10560.tiff,1679432943.327566,1679432945.361701
image-10680.tiff,image-10740.tiff,1679432947.429743,1679432948.445634
image-10860.tiff,image-10920.tiff,1679432950.497128,1679432951.531114
image-10980.tiff,image-11280.tiff,1679432952.547467,1679432957.834023
image-11400.tiff,image-11460.tiff,1679432959.884499,1679432960.902241
image-19380.tiff,image-19380.tiff,1679433096.763940,1679433096.763940
image-21180.tiff,image-21180.tiff,1679433127.493971,1679433127.493971
image-21360.tiff,image-21420.tiff,1679433130.528747,1679433131.546804
image-21720.tiff,image-21720.tiff,1679433136.649050,1679433136.649050
image-21840.tiff,image-21840.tiff,1679433138.683192,1679433138.683192
image-22140.tiff,image-22140.tiff,1679433143.802100,1679433143.802100
image-22320.tiff,image-22380.tiff,1679433146.886921,1679433147.920735
image-22620.tiff,image-22620.tiff,1679433152.005299,1679433152.005299
image-22740.tiff,image-22740.tiff,1679433154.023409,1679433154.023409
image-22920.tiff,image-22980.tiff,1679433157.091815,1679433158.125603
image-23100.tiff,image-23220.tiff,1679433160.175765,1679433162.227232
image-23340.tiff,image-23340.tiff,1679433164.277715,1679433164.277715
image-23580.tiff,image-23640.tiff,1679433168.363758,1679433169.380079
image-24060.tiff,image-24060.tiff,1679433176.550137,1679433176.550137
image-24300.tiff,image-24300.tiff,1679433180.652029,1679433180.652029
image-25320.tiff,image-25500.tiff,1679433197.977354,1679433201.061459
image-25620.tiff,image-25620.tiff,1679433203.113066,1679433203.113066
image-25740.tiff,image-26100.tiff,1679433205.147232,1679433211.232648
image-26220.tiff,image-26280.tiff,1679433213.250857,1679433214.267352
image-26400.tiff,image-26460.tiff,1679433216.319080,1679433217.319645
image-26580.tiff,image-26580.tiff,1679433219.336389,1679433219.336389
image-26700.tiff,image-26700.tiff,1679433221.370669,1679433221.370669
image-27180.tiff,image-27180.tiff,1679433229.525811,1679433229.525811
image-27420.tiff,image-27420.tiff,1679433233.576380,1679433233.576380
image-28080.tiff,image-28080.tiff,1679433244.699214,1679433244.699214
image-28200.tiff,image-28200.tiff,1679433246.715909,1679433246.715909
image-28320.tiff,image-28500.tiff,1679433248.716883,1679433251.751588
image-28620.tiff,image-28740.tiff,1679433253.752456,1679433255.770900
image-28860.tiff,image-28860.tiff,1679433257.787672,1679433257.787672
image-28980.tiff,image-29100.tiff,1679433259.788615,1679433261.807090
image-29280.tiff,image-29340.tiff,1679433264.824331,1679433265.824863
image-29580.tiff,image-29580.tiff,1679433269.893433,1679433269.893433
image-29760.tiff,image-29760.tiff,1679433272.961470,1679433272.961470
image-29880.tiff,image-30060.tiff,1679433275.012947,1679433278.081463
image-30240.tiff,image-30240.tiff,1679433281.165447,1679433281.165447
image-30420.tiff,image-30420.tiff,1679433284.250535,1679433284.250535
image-30540.tiff,image-30660.tiff,1679433286.300886,1679433288.335242
image-30780.tiff,image-30960.tiff,1679433290.353573,1679433293.404352
image-31200.tiff,image-31260.tiff,1679433297.490451,1679433298.523888
image-31680.tiff,image-31680.tiff,1679433305.660663,1679433305.660663
image-31800.tiff,image-31800.tiff,1679433307.677787,1679433307.677787
image-32280.tiff,image-32460.tiff,1679433315.798928,1679433318.866910
image-32580.tiff,image-32580.tiff,1679433320.934287,1679433320.934287
image-33060.tiff,image-33480.tiff,1679433329.154310,1679433336.341716
image-33600.tiff,image-33600.tiff,1679433338.375861,1679433338.375861
image-33780.tiff,image-33780.tiff,1679433341.426596,1679433341.426596
image-33900.tiff,image-33900.tiff,1679433343.478035,1679433343.478035
image-34500.tiff,image-34500.tiff,1679433353.749870,1679433353.749870
image-35160.tiff,image-35220.tiff,1679433365.037429,1679433366.055173
image-35460.tiff,image-35640.tiff,1679433370.139580,1679433373.192089
image-35820.tiff,image-35940.tiff,1679433376.260346,1679433378.327680
image-36960.tiff,image-37080.tiff,1679433395.736075,1679433397.786099
