start_idx,end_idx,start_time,end_time
image-00180.tiff,image-00180.tiff,1671565231.096811,1671565231.096811
image-00540.tiff,image-00540.tiff,1671565237.249554,1671565237.249554
image-00720.tiff,image-00720.tiff,1671565240.334696,1671565240.334696
image-09300.tiff,image-09420.tiff,1671565387.074118,1671565389.125644
image-10320.tiff,image-11100.tiff,1671565404.532732,1671565417.873080
image-11280.tiff,image-12840.tiff,1671565420.941118,1671565447.788428
image-13980.tiff,image-14040.tiff,1671565466.948499,1671565467.965280
image-14520.tiff,image-14880.tiff,1671565476.036379,1671565482.072790
image-15060.tiff,image-15120.tiff,1671565485.091536,1671565486.108357
image-15240.tiff,image-15660.tiff,1671565488.142534,1671565495.263746
image-15780.tiff,image-15900.tiff,1671565497.280925,1671565499.315639
image-16020.tiff,image-16800.tiff,1671565501.333802,1671565514.540801
image-16980.tiff,image-17400.tiff,1671565517.591587,1671565524.779332
image-17460.tiff,image-17520.tiff,1671565525.795958,1671565526.829943
image-23460.tiff,image-23460.tiff,1671565628.417636,1671565628.417636
image-23760.tiff,image-23880.tiff,1671565633.537680,1671565635.589036
image-24000.tiff,image-24000.tiff,1671565637.655900,1671565637.655900
image-24120.tiff,image-24120.tiff,1671565639.707596,1671565639.707596
image-24420.tiff,image-24540.tiff,1671565644.826428,1671565646.878128
image-25020.tiff,image-25080.tiff,1671565655.116011,1671565656.132727
image-25920.tiff,image-25920.tiff,1671565670.573982,1671565670.573982
image-26520.tiff,image-26580.tiff,1671565680.830045,1671565681.864030
image-26700.tiff,image-26700.tiff,1671565683.914540,1671565683.914540
image-27000.tiff,image-27000.tiff,1671565689.050673,1671565689.050673
image-27360.tiff,image-27900.tiff,1671565695.204331,1671565704.442676
image-28020.tiff,image-28200.tiff,1671565706.493450,1671565709.561979
image-28440.tiff,image-28620.tiff,1671565713.631500,1671565716.649477
image-28740.tiff,image-28920.tiff,1671565718.650692,1671565721.719206
image-29040.tiff,image-29220.tiff,1671565723.753631,1671565726.804701
image-29340.tiff,image-29340.tiff,1671565728.838916,1671565728.838916
image-29460.tiff,image-29520.tiff,1671565730.857377,1671565731.891288
image-29640.tiff,image-30120.tiff,1671565733.941970,1671565742.146307
image-30300.tiff,image-30300.tiff,1671565745.181544,1671565745.181544
image-30420.tiff,image-30720.tiff,1671565747.232992,1671565752.369125
image-30840.tiff,image-30900.tiff,1671565754.419819,1671565755.437393
image-31080.tiff,image-31080.tiff,1671565758.522139,1671565758.522139
image-31260.tiff,image-31260.tiff,1671565761.590194,1671565761.590194
image-31320.tiff,image-31560.tiff,1671565762.624067,1671565766.726587
image-31680.tiff,image-31860.tiff,1671565768.777977,1671565771.862780
image-32580.tiff,image-32640.tiff,1671565784.169388,1671565785.203558
image-33000.tiff,image-33000.tiff,1671565791.373340,1671565791.373340
image-33120.tiff,image-33120.tiff,1671565793.424968,1671565793.424968
image-33600.tiff,image-33600.tiff,1671565801.629329,1671565801.629329
image-34080.tiff,image-34080.tiff,1671565809.850147,1671565809.850147
image-34620.tiff,image-34800.tiff,1671565819.088485,1671565822.156757
image-37560.tiff,image-37560.tiff,1671565868.916107,1671565868.916107
image-38340.tiff,image-38340.tiff,1671565882.089963,1671565882.089963
image-40260.tiff,image-40320.tiff,1671565914.941375,1671565915.959003
image-41040.tiff,image-41040.tiff,1671565928.281997,1671565928.281997
image-41820.tiff,image-41880.tiff,1671565941.606672,1671565942.623298
image-42000.tiff,image-42060.tiff,1671565944.674789,1671565945.708917
image-42360.tiff,image-42600.tiff,1671565950.811695,1671565954.914061
image-42720.tiff,image-42720.tiff,1671565956.964619,1671565956.964619
image-45600.tiff,image-45600.tiff,1671566006.225165,1671566006.225165
image-47100.tiff,image-47220.tiff,1671566031.872779,1671566033.924351
