start_idx,end_idx,start_time,end_time
image-00120.tiff,image-00360.tiff,1671567364.064800,1671567368.166114
image-00480.tiff,image-00480.tiff,1671567370.217720,1671567370.217720
image-00600.tiff,image-00600.tiff,1671567372.267766,1671567372.267766
image-12120.tiff,image-12120.tiff,1671567569.074337,1671567569.074337
image-12240.tiff,image-12600.tiff,1671567571.124786,1671567577.278153
image-12780.tiff,image-12900.tiff,1671567580.363019,1671567582.414330
image-13140.tiff,image-14100.tiff,1671567586.516401,1671567602.924812
image-14220.tiff,image-14280.tiff,1671567604.976481,1671567606.009531
image-14400.tiff,image-14760.tiff,1671567608.061165,1671567614.214393
image-14880.tiff,image-15060.tiff,1671567616.265488,1671567619.350220
image-15180.tiff,image-15540.tiff,1671567621.401470,1671567627.538007
image-15660.tiff,image-15660.tiff,1671567629.588944,1671567629.588944
image-16680.tiff,image-16740.tiff,1671567646.748198,1671567647.748728
image-16920.tiff,image-16920.tiff,1671567650.784017,1671567650.784017
image-17160.tiff,image-17160.tiff,1671567654.852762,1671567654.852762
image-17340.tiff,image-17640.tiff,1671567657.921107,1671567663.057216
image-17880.tiff,image-17880.tiff,1671567667.159523,1671567667.159523
image-18000.tiff,image-18240.tiff,1671567669.210280,1671567673.312464
image-18420.tiff,image-18420.tiff,1671567676.397668,1671567676.397668
image-18600.tiff,image-18600.tiff,1671567679.482525,1671567679.482525
image-18720.tiff,image-18720.tiff,1671567681.516805,1671567681.516805
image-18900.tiff,image-18960.tiff,1671567684.551961,1671567685.552538
image-19080.tiff,image-19080.tiff,1671567687.586980,1671567687.586980
image-19260.tiff,image-19260.tiff,1671567690.588419,1671567690.588419
image-19560.tiff,image-19560.tiff,1671567695.624626,1671567695.624626
image-19860.tiff,image-20040.tiff,1671567700.694777,1671567703.695791
image-31500.tiff,image-31560.tiff,1671567898.073317,1671567899.090714
image-34020.tiff,image-34140.tiff,1671567941.164510,1671567943.215902
image-34500.tiff,image-34500.tiff,1671567949.369165,1671567949.369165
image-37260.tiff,image-37260.tiff,1671567996.613768,1671567996.613768
image-37440.tiff,image-37440.tiff,1671567999.698677,1671567999.698677
image-37560.tiff,image-37620.tiff,1671568001.750039,1671568002.767281
image-37800.tiff,image-37980.tiff,1671568005.852592,1671568008.937810
image-38160.tiff,image-38280.tiff,1671568012.039322,1671568014.073898
image-38400.tiff,image-38460.tiff,1671568016.125358,1671568017.175704
image-40020.tiff,image-40020.tiff,1671568043.858510,1671568043.858510
image-40440.tiff,image-40440.tiff,1671568051.062492,1671568051.062492
image-48240.tiff,image-48240.tiff,1671568183.974475,1671568183.974475
image-48360.tiff,image-48540.tiff,1671568186.026277,1671568189.111205
