start_idx,end_idx,start_time,end_time
image-00000.tiff,image-00180.tiff,1679453712.164887,1679453715.232739
image-00300.tiff,image-00300.tiff,1679453717.299796,1679453717.299796
image-00420.tiff,image-00540.tiff,1679453719.367488,1679453721.418547
image-00780.tiff,image-00780.tiff,1679453725.520821,1679453725.520821
image-00900.tiff,image-00960.tiff,1679453727.571679,1679453728.589508
image-01080.tiff,image-01200.tiff,1679453730.656571,1679453732.707560
image-01320.tiff,image-01320.tiff,1679453734.758476,1679453734.758476
image-08100.tiff,image-08100.tiff,1679453850.484541,1679453850.484541
image-09300.tiff,image-09780.tiff,1679453870.728562,1679453878.832858
image-10860.tiff,image-10920.tiff,1679453897.292901,1679453898.426721
image-11640.tiff,image-11700.tiff,1679453910.716678,1679453911.750451
image-11820.tiff,image-11820.tiff,1679453913.801483,1679453913.801483
image-11940.tiff,image-11940.tiff,1679453915.852635,1679453915.852635
image-12120.tiff,image-12300.tiff,1679453918.920979,1679453922.005988
image-12420.tiff,image-12480.tiff,1679453924.057054,1679453925.090934
image-12600.tiff,image-12600.tiff,1679453927.142092,1679453927.142092
image-12720.tiff,image-12720.tiff,1679453929.193096,1679453929.193096
image-12840.tiff,image-12840.tiff,1679453931.244288,1679453931.244288
image-12960.tiff,image-13020.tiff,1679453933.295268,1679453934.312492
image-13140.tiff,image-13140.tiff,1679453936.364537,1679453936.364537
image-13320.tiff,image-13320.tiff,1679453939.448664,1679453939.448664
image-13440.tiff,image-13440.tiff,1679453941.499640,1679453941.499640
image-13560.tiff,image-13560.tiff,1679453943.550765,1679453943.550765
image-13800.tiff,image-13920.tiff,1679453947.653108,1679453949.704863
image-14040.tiff,image-14280.tiff,1679453951.788491,1679453955.890715
image-15840.tiff,image-16080.tiff,1679453982.338226,1679453986.373807
image-16200.tiff,image-16200.tiff,1679453988.374816,1679453988.374816
image-16500.tiff,image-16560.tiff,1679453993.444231,1679453994.444715
image-16740.tiff,image-17040.tiff,1679453997.446583,1679454002.449381
image-17160.tiff,image-17220.tiff,1679454004.467083,1679454005.467650
image-17340.tiff,image-17340.tiff,1679454007.502125,1679454007.502125
image-17460.tiff,image-17580.tiff,1679454009.503012,1679454011.504318
image-18720.tiff,image-18780.tiff,1679454030.548002,1679454031.548528
image-18900.tiff,image-18900.tiff,1679454033.549525,1679454033.549525
image-19020.tiff,image-19020.tiff,1679454035.550559,1679454035.550559
image-19260.tiff,image-19260.tiff,1679454039.569504,1679454039.569504
image-19500.tiff,image-19560.tiff,1679454043.588447,1679454044.605602
image-19680.tiff,image-19920.tiff,1679454046.623586,1679454050.642363
image-20040.tiff,image-20100.tiff,1679454052.676803,1679454053.694038
image-22080.tiff,image-22080.tiff,1679454087.379248,1679454087.379248
image-22320.tiff,image-22380.tiff,1679454091.448857,1679454092.465416
image-22500.tiff,image-22500.tiff,1679454094.499944,1679454094.499944
image-22620.tiff,image-22620.tiff,1679454096.517660,1679454096.517660
image-22740.tiff,image-22740.tiff,1679454098.518734,1679454098.518734
image-22860.tiff,image-22980.tiff,1679454100.536465,1679454102.537505
image-23100.tiff,image-23280.tiff,1679454104.555377,1679454107.573568
image-23400.tiff,image-23400.tiff,1679454109.574765,1679454109.574765
image-23520.tiff,image-23700.tiff,1679454111.575811,1679454114.610729
image-23820.tiff,image-23820.tiff,1679454116.628568,1679454116.628568
image-23940.tiff,image-23940.tiff,1679454118.629722,1679454118.629722
image-24060.tiff,image-24060.tiff,1679454120.647489,1679454120.647489
image-24240.tiff,image-24600.tiff,1679454123.682635,1679454129.702754
image-24720.tiff,image-24900.tiff,1679454131.737195,1679454134.806181
image-25020.tiff,image-25680.tiff,1679454136.856686,1679454148.130410
image-26040.tiff,image-26040.tiff,1679454154.299697,1679454154.299697
image-26160.tiff,image-26340.tiff,1679454156.350782,1679454159.419245
image-26460.tiff,image-26580.tiff,1679454161.470995,1679454163.538139
image-26700.tiff,image-26760.tiff,1679454165.589156,1679454166.606372
image-27300.tiff,image-27300.tiff,1679454175.844867,1679454175.844867
image-27480.tiff,image-27480.tiff,1679454178.929789,1679454178.929789
image-27660.tiff,image-27660.tiff,1679454181.998160,1679454181.998160
image-27780.tiff,image-28140.tiff,1679454184.049339,1679454190.219480
image-29580.tiff,image-29580.tiff,1679454214.833746,1679454214.833746
image-29880.tiff,image-29880.tiff,1679454219.969364,1679454219.969364
image-30060.tiff,image-30060.tiff,1679454223.037780,1679454223.037780
image-30180.tiff,image-30180.tiff,1679454225.155616,1679454225.155616
image-30300.tiff,image-30600.tiff,1679454227.206867,1679454232.309426
image-42360.tiff,image-42360.tiff,1679454432.789034,1679454432.789034
image-42660.tiff,image-42780.tiff,1679454437.908503,1679454439.960304
image-42900.tiff,image-42900.tiff,1679454442.010833,1679454442.010833
image-43080.tiff,image-43080.tiff,1679454445.079309,1679454445.079309
image-43200.tiff,image-43200.tiff,1679454447.130615,1679454447.130615
image-43500.tiff,image-43500.tiff,1679454452.266729,1679454452.266729
image-43620.tiff,image-43920.tiff,1679454454.317931,1679454459.454062
image-44040.tiff,image-44460.tiff,1679454461.505282,1679454468.626050
image-44640.tiff,image-44640.tiff,1679454471.711085,1679454471.711085
image-44820.tiff,image-45120.tiff,1679454474.796431,1679454479.915747
image-45240.tiff,image-45240.tiff,1679454481.984271,1679454481.984271
image-45360.tiff,image-45600.tiff,1679454484.051433,1679454488.153726
image-45840.tiff,image-46200.tiff,1679454492.256020,1679454498.409515
image-46320.tiff,image-46320.tiff,1679454500.460677,1679454500.460677
image-46500.tiff,image-46920.tiff,1679454503.545790,1679454510.749923
image-47220.tiff,image-47340.tiff,1679454515.869575,1679454517.920650
image-47460.tiff,image-47520.tiff,1679454519.971810,1679454521.005541
image-47640.tiff,image-47640.tiff,1679454523.056903,1679454523.056903
image-48180.tiff,image-48360.tiff,1679454532.295464,1679454535.364504
image-48480.tiff,image-48480.tiff,1679454537.431620,1679454537.431620
image-48660.tiff,image-48720.tiff,1679454540.500112,1679454541.534019
image-48840.tiff,image-48960.tiff,1679454543.585161,1679454545.636385
image-49080.tiff,image-49080.tiff,1679454547.687608,1679454547.687608
image-49260.tiff,image-49440.tiff,1679454550.772581,1679454553.840852
image-49560.tiff,image-49560.tiff,1679454555.892061,1679454555.892061
image-49740.tiff,image-49800.tiff,1679454558.993800,1679454560.011020
image-49980.tiff,image-50040.tiff,1679454563.096112,1679454564.130166
image-50400.tiff,image-50460.tiff,1679454570.283620,1679454571.300666
image-50760.tiff,image-50940.tiff,1679454576.437021,1679454579.521934
image-51060.tiff,image-51180.tiff,1679454581.573156,1679454583.624559
image-51360.tiff,image-51540.tiff,1679454586.692825,1679454589.777854
image-51660.tiff,image-52200.tiff,1679454591.828853,1679454601.067545
image-52320.tiff,image-52680.tiff,1679454603.118494,1679454609.272024
image-52800.tiff,image-53220.tiff,1679454611.323227,1679454618.527150
image-53400.tiff,image-53520.tiff,1679454621.612325,1679454623.663732
image-53640.tiff,image-53940.tiff,1679454625.714785,1679454630.850996
image-54060.tiff,image-54060.tiff,1679454632.902105,1679454632.902105
image-54180.tiff,image-54360.tiff,1679454634.953221,1679454638.021737
image-54660.tiff,image-54720.tiff,1679454643.157789,1679454644.191755
image-54840.tiff,image-54960.tiff,1679454646.242910,1679454648.294396
image-55140.tiff,image-55140.tiff,1679454651.362555,1679454651.362555
image-55320.tiff,image-55500.tiff,1679454654.447640,1679454657.532748
image-55620.tiff,image-55860.tiff,1679454659.583982,1679454663.686187
image-55980.tiff,image-55980.tiff,1679454665.737583,1679454665.737583
image-60240.tiff,image-60240.tiff,1679454738.569785,1679454738.569785
