start_idx,end_idx,start_time,end_time
image-00120.tiff,image-00720.tiff,1671572259.081620,1671572269.337768
image-01980.tiff,image-01980.tiff,1671572290.916833,1671572290.916833
image-06120.tiff,image-06120.tiff,1671572361.741498,1671572361.741498
image-06420.tiff,image-06420.tiff,1671572366.862492,1671572366.862492
image-10320.tiff,image-10500.tiff,1671572433.651132,1671572436.737013
image-10920.tiff,image-11160.tiff,1671572443.908582,1671572448.026495
image-11220.tiff,image-12300.tiff,1671572449.045051,1671572467.488679
image-12420.tiff,image-12480.tiff,1671572469.539297,1671572470.573303
image-12600.tiff,image-12720.tiff,1671572472.624973,1671572474.626437
image-12840.tiff,image-12840.tiff,1671572476.660918,1671572476.660918
image-12960.tiff,image-12960.tiff,1671572478.711401,1671572478.711401
image-13080.tiff,image-13200.tiff,1671572480.763356,1671572482.798228
image-13380.tiff,image-13800.tiff,1671572485.815555,1671572493.003995
image-13920.tiff,image-13920.tiff,1671572495.054779,1671572495.054779
image-14220.tiff,image-14340.tiff,1671572500.174989,1671572502.225421
image-14640.tiff,image-15420.tiff,1671572507.361940,1671572520.702988
image-16500.tiff,image-16500.tiff,1671572539.180800,1671572539.180800
image-17580.tiff,image-17820.tiff,1671572557.709142,1671572561.777914
image-21300.tiff,image-21360.tiff,1671572621.379965,1671572622.414159
image-21480.tiff,image-21540.tiff,1671572624.464396,1671572625.498300
image-31140.tiff,image-31200.tiff,1671572789.913208,1671572790.947092
image-47400.tiff,image-47400.tiff,1671573068.294045,1671573068.294045
image-47700.tiff,image-47700.tiff,1671573073.430408,1671573073.430408
image-49380.tiff,image-49380.tiff,1671573102.180418,1671573102.180418
image-49560.tiff,image-49560.tiff,1671573105.248987,1671573105.248987
image-50340.tiff,image-50340.tiff,1671573118.590402,1671573118.590402
image-50580.tiff,image-50640.tiff,1671573122.709971,1671573123.726695
image-52020.tiff,image-52080.tiff,1671573147.325301,1671573148.358907
image-52260.tiff,image-52560.tiff,1671573151.443351,1671573156.563637
