start_idx,end_idx,start_time,end_time
image-00120.tiff,image-00300.tiff,1665086345.393708,1665086348.478547
image-00660.tiff,image-00660.tiff,1665086354.631923,1665086354.631923
image-00780.tiff,image-00960.tiff,1665086356.682966,1665086359.768018
image-01140.tiff,image-01140.tiff,1665086362.852736,1665086362.852736
image-01200.tiff,image-01200.tiff,1665086363.870074,1665086363.870074
image-03840.tiff,image-03960.tiff,1665086409.026959,1665086411.078023
image-05700.tiff,image-05820.tiff,1665086440.844023,1665086442.894739
image-06000.tiff,image-06000.tiff,1665086445.963064,1665086445.963064
image-06120.tiff,image-06180.tiff,1665086448.014623,1665086449.048431
image-08040.tiff,image-08040.tiff,1665086480.881476,1665086480.881476
image-09780.tiff,image-09780.tiff,1665086510.630100,1665086510.630100
image-10200.tiff,image-10320.tiff,1665086517.817265,1665086519.868200
image-12060.tiff,image-12060.tiff,1665086549.633448,1665086549.633448
image-13860.tiff,image-13980.tiff,1665086580.416246,1665086582.467141
image-14280.tiff,image-14400.tiff,1665086587.603208,1665086589.654406
image-16080.tiff,image-16200.tiff,1665086618.602722,1665086620.653551
image-17880.tiff,image-18000.tiff,1665086649.401621,1665086651.452944
image-18420.tiff,image-18540.tiff,1665086658.639963,1665086660.691119
image-20220.tiff,image-20340.tiff,1665086689.422726,1665086691.473982
image-22020.tiff,image-22020.tiff,1665086720.205611,1665086720.205611
image-22140.tiff,image-22140.tiff,1665086722.256975,1665086722.256975
image-22560.tiff,image-22560.tiff,1665086729.443633,1665086729.443633
image-24420.tiff,image-24480.tiff,1665086761.243587,1665086762.277337
image-26160.tiff,image-26280.tiff,1665086791.008992,1665086793.060206
image-27480.tiff,image-27660.tiff,1665086813.587716,1665086816.656415
image-27840.tiff,image-27840.tiff,1665086819.741066,1665086819.741066
image-28320.tiff,image-28320.tiff,1665086827.945135,1665086827.945135
image-28800.tiff,image-29520.tiff,1665086836.165979,1665086848.472273
image-29700.tiff,image-30480.tiff,1665086851.557552,1665086864.897854
image-31080.tiff,image-31080.tiff,1665086875.152993,1665086875.152993
image-31980.tiff,image-31980.tiff,1665086890.544738,1665086890.544738
image-32280.tiff,image-32340.tiff,1665086895.680771,1665086896.681333
image-34860.tiff,image-35280.tiff,1665086939.804108,1665086946.974522
