start_idx,end_idx,start_time,end_time
image-04380.tiff,image-04380.tiff,1679448095.531803,1679448095.531803
image-04500.tiff,image-04800.tiff,1679448097.549407,1679448102.585465
image-04920.tiff,image-04920.tiff,1679448104.603226,1679448104.603226
image-05460.tiff,image-05460.tiff,1679448113.641394,1679448113.641394
image-05580.tiff,image-05640.tiff,1679448115.642541,1679448116.643967
image-05940.tiff,image-06180.tiff,1679448121.645717,1679448125.647905
image-06300.tiff,image-06420.tiff,1679448127.648893,1679448129.649886
image-06540.tiff,image-06720.tiff,1679448131.651177,1679448134.653380
image-06840.tiff,image-07200.tiff,1679448136.654513,1679448142.674002
image-07380.tiff,image-08340.tiff,1679448145.675379,1679448161.700541
image-08460.tiff,image-08640.tiff,1679448163.701943,1679448166.719998
image-09000.tiff,image-09000.tiff,1679448172.722979,1679448172.722979
image-09300.tiff,image-09300.tiff,1679448177.758963,1679448177.758963
image-10020.tiff,image-10020.tiff,1679448189.782216,1679448189.782216
image-11520.tiff,image-11520.tiff,1679448214.962179,1679448214.962179
image-11640.tiff,image-11820.tiff,1679448216.979940,1679448219.981577
image-11940.tiff,image-12360.tiff,1679448222.016787,1679448229.053018
image-12960.tiff,image-12960.tiff,1679448239.141717,1679448239.141717
image-13140.tiff,image-13140.tiff,1679448242.176911,1679448242.176911
image-13380.tiff,image-13380.tiff,1679448246.212464,1679448246.212464
image-13620.tiff,image-13620.tiff,1679448250.264431,1679448250.264431
image-13980.tiff,image-14820.tiff,1679448256.350872,1679448270.441487
image-14940.tiff,image-15180.tiff,1679448272.442599,1679448276.461288
image-15300.tiff,image-15300.tiff,1679448278.479005,1679448278.479005
image-15480.tiff,image-15600.tiff,1679448281.480661,1679448283.498289
image-15720.tiff,image-15840.tiff,1679448285.499484,1679448287.500491
image-16020.tiff,image-16020.tiff,1679448290.501953,1679448290.501953
image-16140.tiff,image-16140.tiff,1679448292.519590,1679448292.519590
image-20040.tiff,image-21120.tiff,1679448357.636670,1679448375.679278
image-21240.tiff,image-21540.tiff,1679448377.680448,1679448382.682951
image-21660.tiff,image-22080.tiff,1679448384.683974,1679448391.687565
image-22260.tiff,image-22380.tiff,1679448394.689202,1679448396.690197
image-22560.tiff,image-22560.tiff,1679448399.691766,1679448399.691766
image-22680.tiff,image-23640.tiff,1679448401.692864,1679448417.867913
image-23760.tiff,image-24480.tiff,1679448419.868841,1679448431.874776
image-24600.tiff,image-24600.tiff,1679448433.875839,1679448433.875839
image-24900.tiff,image-25020.tiff,1679448438.878332,1679448440.879509
image-25140.tiff,image-25320.tiff,1679448442.880375,1679448445.881891
image-28620.tiff,image-28620.tiff,1679448501.570614,1679448501.570614
image-29160.tiff,image-29220.tiff,1679448510.757494,1679448511.774582
image-30060.tiff,image-30060.tiff,1679448526.113580,1679448526.113580
image-30300.tiff,image-30600.tiff,1679448530.215464,1679448535.350820
image-30780.tiff,image-30780.tiff,1679448538.418589,1679448538.418589
image-31860.tiff,image-31920.tiff,1679448556.876148,1679448557.909820
image-32040.tiff,image-32220.tiff,1679448559.960720,1679448563.028752
image-32340.tiff,image-32340.tiff,1679448565.079664,1679448565.079664
image-32460.tiff,image-32460.tiff,1679448567.130477,1679448567.130477
image-32580.tiff,image-33180.tiff,1679448569.181923,1679448579.452167
image-33420.tiff,image-33420.tiff,1679448583.553707,1679448583.553707
image-33780.tiff,image-33780.tiff,1679448589.706247,1679448589.706247
image-33960.tiff,image-35220.tiff,1679448592.790709,1679448614.333139
image-35340.tiff,image-35340.tiff,1679448616.383890,1679448616.383890
image-35460.tiff,image-35940.tiff,1679448618.434854,1679448626.655111
image-36060.tiff,image-36420.tiff,1679448628.706015,1679448634.858722
image-36720.tiff,image-36720.tiff,1679448639.994045,1679448639.994045
image-36840.tiff,image-36840.tiff,1679448642.044969,1679448642.044969
image-36960.tiff,image-38580.tiff,1679448644.095732,1679448671.774293
image-38700.tiff,image-38700.tiff,1679448673.825393,1679448673.825393
image-38820.tiff,image-38820.tiff,1679448675.876172,1679448675.876172
image-40140.tiff,image-40140.tiff,1679448698.352727,1679448698.352727
image-40260.tiff,image-41160.tiff,1679448700.386944,1679448715.726859
image-41280.tiff,image-41340.tiff,1679448717.727858,1679448718.728193
image-41460.tiff,image-41460.tiff,1679448720.729356,1679448720.729356
image-41580.tiff,image-42540.tiff,1679448722.730199,1679448738.737291
image-42840.tiff,image-42840.tiff,1679448743.756287,1679448743.756287
image-43020.tiff,image-43080.tiff,1679448746.757656,1679448747.757971
image-43320.tiff,image-43380.tiff,1679448751.759990,1679448752.760341
image-43500.tiff,image-43800.tiff,1679448754.761339,1679448759.763668
image-43920.tiff,image-44100.tiff,1679448761.764524,1679448764.766049
image-44880.tiff,image-44880.tiff,1679448777.855125,1679448777.855125
image-44880.tiff,image-44880.tiff,1679448777.855125,1679448777.855125
image-47880.tiff,image-47940.tiff,1679448844.719028,1679448845.736227
image-50220.tiff,image-50460.tiff,1679448884.620860,1679448888.722850
image-50580.tiff,image-50640.tiff,1679448890.773632,1679448891.790845
