start_idx,end_idx,start_time,end_time
image-00000.tiff,image-00360.tiff,1665084209.886856,1665084216.040062
image-00480.tiff,image-00780.tiff,1665084218.091764,1665084223.210985
image-00960.tiff,image-00960.tiff,1665084226.296616,1665084226.296616
image-01140.tiff,image-01140.tiff,1665084229.381148,1665084229.381148
image-01320.tiff,image-01440.tiff,1665084232.449448,1665084234.501081
image-01560.tiff,image-01560.tiff,1665084236.551758,1665084236.551758
image-02400.tiff,image-02520.tiff,1665084250.943878,1665084252.994559
image-04200.tiff,image-04260.tiff,1665084281.728193,1665084282.745103
image-06060.tiff,image-06120.tiff,1665084313.529620,1665084314.563518
image-06480.tiff,image-06480.tiff,1665084320.717511,1665084320.717511
image-08220.tiff,image-08400.tiff,1665084350.517682,1665084353.586088
image-10080.tiff,image-10200.tiff,1665084382.335980,1665084384.388308
image-10440.tiff,image-10620.tiff,1665084388.506158,1665084391.574514
image-12360.tiff,image-12480.tiff,1665084421.358463,1665084423.410185
image-14160.tiff,image-14280.tiff,1665084452.142688,1665084454.194365
image-14520.tiff,image-14700.tiff,1665084458.296572,1665084461.398690
image-16440.tiff,image-16560.tiff,1665084491.165004,1665084493.216909
image-18240.tiff,image-18360.tiff,1665084521.967139,1665084524.017692
image-18840.tiff,image-18900.tiff,1665084532.222228,1665084533.256347
image-19980.tiff,image-19980.tiff,1665084551.700195,1665084551.700195
image-20340.tiff,image-20400.tiff,1665084557.870534,1665084558.888156
image-23280.tiff,image-23340.tiff,1665084608.183281,1665084609.217065
image-23880.tiff,image-23940.tiff,1665084618.438747,1665084619.472500
image-24900.tiff,image-24900.tiff,1665084635.899238,1665084635.899238
image-25860.tiff,image-25980.tiff,1665084652.308536,1665084654.359280
image-26220.tiff,image-26220.tiff,1665084658.461571,1665084658.461571
image-26340.tiff,image-26340.tiff,1665084660.513391,1665084660.513391
image-26580.tiff,image-26580.tiff,1665084664.631830,1665084664.631830
image-26820.tiff,image-26820.tiff,1665084668.734205,1665084668.734205
image-27000.tiff,image-27060.tiff,1665084671.802649,1665084672.836534
image-27240.tiff,image-27240.tiff,1665084675.922169,1665084675.922169
image-27420.tiff,image-27540.tiff,1665084678.990686,1665084681.041181
image-27660.tiff,image-27720.tiff,1665084683.092866,1665084684.126886
image-27900.tiff,image-27900.tiff,1665084687.195295,1665084687.195295
image-28080.tiff,image-28140.tiff,1665084690.279859,1665084691.313946
image-28620.tiff,image-28620.tiff,1665084699.535704,1665084699.535704
image-29400.tiff,image-29400.tiff,1665084712.876520,1665084712.876520
image-30240.tiff,image-30240.tiff,1665084727.234399,1665084727.234399
image-31620.tiff,image-31620.tiff,1665084750.831934,1665084750.831934
image-32220.tiff,image-32220.tiff,1665084761.104404,1665084761.104404
image-32460.tiff,image-32460.tiff,1665084765.206644,1665084765.206644
image-32580.tiff,image-32760.tiff,1665084767.257290,1665084770.342802
image-33000.tiff,image-33420.tiff,1665084774.445081,1665084781.616761
