start_idx,end_idx,start_time,end_time
image-00000.tiff,image-01440.tiff,1652621210.225833,1652621234.245566
image-02160.tiff,image-02160.tiff,1652621246.256637,1652621246.256637
image-09240.tiff,image-09240.tiff,1652621364.360390,1652621364.360390
image-18540.tiff,image-18540.tiff,1652621519.498633,1652621519.498633
image-18660.tiff,image-19380.tiff,1652621521.500456,1652621533.511006
image-19620.tiff,image-20100.tiff,1652621537.514482,1652621545.521944
image-20220.tiff,image-20400.tiff,1652621547.523634,1652621550.526399
image-20580.tiff,image-22200.tiff,1652621553.529136,1652621580.553533
image-34980.tiff,image-35040.tiff,1652621793.746130,1652621794.746872
image-37680.tiff,image-37800.tiff,1652621838.786180,1652621840.788232
image-39120.tiff,image-39180.tiff,1652621862.808219,1652621863.808862
image-39600.tiff,image-39600.tiff,1652621870.814861,1652621870.814861
image-39720.tiff,image-39780.tiff,1652621872.816940,1652621873.817990
image-39900.tiff,image-39900.tiff,1652621875.819940,1652621875.819940
image-40020.tiff,image-40140.tiff,1652621877.821739,1652621879.823278
image-40260.tiff,image-41100.tiff,1652621881.825678,1652621895.837857
