start_idx,end_idx,start_time,end_time
image-00000.tiff,image-01260.tiff,1652619609.235420,1652619630.253586
image-01740.tiff,image-01860.tiff,1652619638.260463,1652619640.262405
image-18720.tiff,image-18720.tiff,1652619921.680732,1652619921.680732
image-18840.tiff,image-19020.tiff,1652619923.682482,1652619926.685084
image-19140.tiff,image-20400.tiff,1652619928.686813,1652619949.705556
image-20520.tiff,image-20700.tiff,1652619951.707536,1652619954.710574
image-20820.tiff,image-21540.tiff,1652619956.711965,1652619968.722829
image-21660.tiff,image-21900.tiff,1652619970.725049,1652619974.728551
image-22080.tiff,image-22320.tiff,1652619977.731146,1652619981.735092
image-33420.tiff,image-33540.tiff,1652620166.900184,1652620168.902404
image-37860.tiff,image-37860.tiff,1652620240.967486,1652620240.967486
image-38520.tiff,image-38580.tiff,1652620251.977031,1652620252.977755
image-38700.tiff,image-38700.tiff,1652620254.979794,1652620254.979794
image-38880.tiff,image-38880.tiff,1652620257.982556,1652620257.982556
image-39000.tiff,image-39000.tiff,1652620259.984305,1652620259.984305
image-39240.tiff,image-39240.tiff,1652620263.987745,1652620263.987745
image-39780.tiff,image-39900.tiff,1652620272.996065,1652620274.998008
image-40140.tiff,image-43800.tiff,1652620279.001659,1652620340.057438
