start_idx,end_idx,start_time,end_time
image-00240.tiff,image-00240.tiff,1665087091.564788,1665087091.564788
image-00360.tiff,image-00480.tiff,1665087093.616604,1665087095.666986
image-01560.tiff,image-02100.tiff,1665087114.143481,1665087123.381765
image-04140.tiff,image-04140.tiff,1665087158.266824,1665087158.266824
image-04260.tiff,image-04260.tiff,1665087160.318583,1665087160.318583
image-04440.tiff,image-04440.tiff,1665087163.403093,1665087163.403093
image-06780.tiff,image-06840.tiff,1665087203.608030,1665087204.624786
image-10320.tiff,image-10320.tiff,1665087264.139966,1665087264.139966
image-10620.tiff,image-10620.tiff,1665087269.275995,1665087269.275995
image-11340.tiff,image-11340.tiff,1665087281.583158,1665087281.583158
image-11940.tiff,image-12000.tiff,1665087291.854529,1665087292.871222
image-13680.tiff,image-13680.tiff,1665087321.604092,1665087321.604092
image-14940.tiff,image-15000.tiff,1665087343.164076,1665087344.181844
image-16380.tiff,image-16380.tiff,1665087367.810286,1665087367.810286
image-16500.tiff,image-16500.tiff,1665087369.862088,1665087369.862088
image-22380.tiff,image-22440.tiff,1665087470.397393,1665087471.431300
image-22560.tiff,image-22560.tiff,1665087473.482886,1665087473.482886
