start_idx,end_idx,start_time,end_time
image-00000.tiff,image-00300.tiff,1679520667.316659,1679520672.435004
image-00420.tiff,image-01500.tiff,1679520674.486591,1679520692.913217
image-01680.tiff,image-01680.tiff,1679520695.998770,1679520695.998770
image-01800.tiff,image-01800.tiff,1679520698.049310,1679520698.049310
image-02040.tiff,image-02400.tiff,1679520702.151806,1679520708.306628
image-02520.tiff,image-02580.tiff,1679520710.373762,1679520711.390286
image-02700.tiff,image-02700.tiff,1679520713.441784,1679520713.441784
image-02820.tiff,image-02820.tiff,1679520715.492679,1679520715.492679
image-03480.tiff,image-03480.tiff,1679520726.782830,1679520726.782830
image-07980.tiff,image-08040.tiff,1679520803.657968,1679520804.675128
image-11040.tiff,image-11160.tiff,1679520855.965537,1679520858.017462
